video_id,title,url,duration,tone,style,emotion,region_tags,language,duration_group,category
BKTUKAF5Vrs,المقدم عبد الله طارش العميمي أيقونة مدفع الإفطار في دبي,https://www.youtube.com/watch?v=BKTUKAF5Vrs,63,other,other,pride,"['UAE', 'Gulf', 'MENA']",Arabic,1 to 2 minutes,culture
JJGeZRCvt0M,"تريندات | ""طرشتونا 📢"".. صراخ رنا رئيس وسيد الناس يثير الجدل!",https://www.youtube.com/watch?v=JJGeZRCvt0M,52,confrontational,casual report,anger,['Other'],Arabic,Up to 1 minute,entertainment
lGke3E_DHK0,غزة تقتل ببطء.. منع إسرائيل للمياه النظيفة عن القطاع يهدد بفقدان الحياة فيه خلال ٦٠ يوما.,https://www.youtube.com/watch?v=lGke3E_DHK0,114,emotional,storytelling,fear,"['Palestine', 'Levant', 'MENA']",Arabic,1 to 2 minutes,human rights
qkccM7ZwNCM,ما هو أجمل وقت في غزة ولماذا يتجمع الغزيون بالأسواق؟ تعرف على القصة مع محمود زعيتر,https://www.youtube.com/watch?v=qkccM7ZwNCM,59,other,storytelling,other,"['Palestine', 'Levant', 'MENA']",Arabic,Up to 1 minute,society
sn2UUoS773I,تزوج أو سيتم طردك!.. هذه كانت رسالة ورد أن شركة في الصين أرسلتها إلى موظفيها، فما السبب؟,https://www.youtube.com/watch?v=sn2UUoS773I,55,factual,news report,none,['Global'],English,Up to 1 minute,society
LNTi0RwxFYc,كم تبقى لشحن هاتفك؟ مع هذه الميزة، صار كل شيء أوضح وستعرف بالضبط الوقت المتبقي للشحن,https://www.youtube.com/watch?v=LNTi0RwxFYc,57,factual,casual report,none,['Other'],Mixed,Up to 1 minute,technology
7XGOOmoGKYg,لماذا يدفع البعض أكثر مقابل البيض البني؟ السر ليس في الجودة، بل في شهية الدجاجة!,https://www.youtube.com/watch?v=7XGOOmoGKYg,55,factual,storytelling,none,['Global'],Arabic,Up to 1 minute,society
D0gPuTGM7sA,"""فريق الهواة للأمن القومي"".. سخرية من فريق ترامب الأمني بعد فضيحة تسريب المحادثات الحساسة!",https://www.youtube.com/watch?v=D0gPuTGM7sA,107,confrontational,news report,anger,['Global'],Arabic,1 to 2 minutes,politics
IHMfpir-mjA,"تريندات | ""إيووو ويع🤢"".. سورية تستفز الشباب بتقييمها!",https://www.youtube.com/watch?v=IHMfpir-mjA,46,confrontational,casual report,anger,"['Syria', 'Levant', 'MENA']",Arabic,Up to 1 minute,entertainment
TmDUcee2tQ0,ملحم زين يتابع تيم حسن وماغي بو غصن في رمضان.. ما هو مسلسله المفضل لهذه السنة؟,https://www.youtube.com/watch?v=TmDUcee2tQ0,60,emotional,storytelling,pride,"['Lebanon', 'Levant', 'MENA']",Arabic,Up to 1 minute,entertainment
8SOQTAU8GSA,حماس ترد على مظاهرات طالبت بتنحي الحركة، فماذا قالت، ولماذا خرج الشارع في هذا التوقيت بالذات؟,https://www.youtube.com/watch?v=8SOQTAU8GSA,100,factual,news report,anger,"['Palestine', 'Levant', 'MENA']",Mixed,1 to 2 minutes,politics
4ZkQq1AHFlA,"الـ""Bad Boy"" آسر ياسين.. بشخصية أكثر تعقيداً في مسلسل ""قلبي ومفتاحه"" في رمضان 2025..",https://www.youtube.com/watch?v=4ZkQq1AHFlA,124,emotional,storytelling,other,"['Egypt', 'North Africa', 'MENA']",Arabic,2 to 5 minutes,entertainment
ZLoKX6SpoBQ,ما هي قصة أصول كريستيانو جونيور بأفريقيا وإمكانية تمثيله لمنتخب الرأس الأخضر،وهل يرفض تمثيل البرتغال,https://www.youtube.com/watch?v=ZLoKX6SpoBQ,69,factual,storytelling,none,['Global'],Arabic,1 to 2 minutes,sports
B_TNdrJbyps,لبنان أذكى وأتعس بلد لعام ٢٠٢٥! ما علاقة الطبقة السياسية بهذه الإنجازات؟,https://www.youtube.com/watch?v=B_TNdrJbyps,113,satirical,storytelling,anger,"['Lebanon', 'Levant', 'MENA']",Arabic,1 to 2 minutes,politics
RBqlavK2QYs,"""ملكة التمارين الرياضية"" تفارق الحياة بسبب مشروبات الطاقة فما المكون الذي يجعلها خطيرة على صحتنا؟",https://www.youtube.com/watch?v=RBqlavK2QYs,56,other,storytelling,fear,['Global'],Arabic,Up to 1 minute,health
yO7xYxededo,"تريندات | ""سونار على العلن"".. أغرب حفلة كشف جنس الجنين!",https://www.youtube.com/watch?v=yO7xYxededo,45,satirical,other,other,['MENA'],Arabic,Up to 1 minute,society
Pox_Fz_M6j0,ما يفترض أن ينظفك قد يقتلك!.. #هنكل الألمانية تسحب ١٠٦٨ عبوة #شامبو  🧼 من السوق بسبب بكتيريا خطيرة.,https://www.youtube.com/watch?v=Pox_Fz_M6j0,77,factual,news report,none,['Global'],Arabic,1 to 2 minutes,health
pQOWYNqazb4,"تراشق بين دعاة مصريين بسبب ""حسنات"" #قط_الوشق الذي هاجم جنودا إسرائيليين.. ما القصة؟",https://www.youtube.com/watch?v=pQOWYNqazb4,78,satirical,storytelling,other,['MENA'],Arabic,1 to 2 minutes,society
PrG2m7BCN3A,لينكد إن من منصة احترافية إلى منصة تدر دخلا على المؤثرين..,https://www.youtube.com/watch?v=PrG2m7BCN3A,70,other,casual report,none,['Global'],Mixed,1 to 2 minutes,technology
D_oZLLAKE_o,حمص وفول و #فلافل .. ليست مجرد أكلات شعبية بل رفيقة الدرب للغزيين خاصة في ظل الحرب,https://www.youtube.com/watch?v=D_oZLLAKE_o,62,emotional,storytelling,sadness,"['Palestine', 'Levant', 'MENA']",Arabic,1 to 2 minutes,society
qUPyRCk3JSA,مديرة تنفيذية👩‍💻 من جيل z تقلب #تيك_توك.. دللت موظفيها ومنعت خصم إجازات الطوارئ من رصيدهم،,https://www.youtube.com/watch?v=qUPyRCk3JSA,77,inspirational,storytelling,pride,['Global'],Arabic,1 to 2 minutes,society
1KKbFFwQHTM,فوازير مع رغدة كيومجيان.. هل استطاعت أن تجيب على كل الأسئلة؟,https://www.youtube.com/watch?v=1KKbFFwQHTM,94,casual,casual report,none,['Global'],Mixed,1 to 2 minutes,entertainment
bfhn0sf-3e0,"تريندات | ""شاكيرا فرع الأردن💃🏻"".. رقص محترف لأسمر في قسمة ونصيب!",https://www.youtube.com/watch?v=bfhn0sf-3e0,40,satirical,casual report,other,"['Jordan', 'Levant', 'MENA']",Mixed,Up to 1 minute,entertainment
sSNFYsgY2Qc,"""رجب وإش إش"" رجعوا لبعض ولكن، ماذا حدث في الانتقام؟ وما مصير ""إش إش"" إذا انكشفت حكاية الضابط؟",https://www.youtube.com/watch?v=sSNFYsgY2Qc,112,emotional,storytelling,sadness,['Other'],Arabic,1 to 2 minutes,entertainment
EluS70ypoTI,أميركي متهم بالبيدوفيليا مارسها باستخدام الذكاء الاصطناعي والقاضي أسقط عنه التهمة.. فما السبب؟,https://www.youtube.com/watch?v=EluS70ypoTI,117,confrontational,news report,anger,['Global'],Arabic,1 to 2 minutes,crime
39rrwRcr8P8,"لأصحاب الصفحات العائلية, ثورة أبنائكم قادمة.. قريبا سيمكنهم حذف المحتوى ومشاركتكم الأرباح!",https://www.youtube.com/watch?v=39rrwRcr8P8,53,confrontational,storytelling,anger,['Global'],Arabic,Up to 1 minute,society
aMBhaasB4So,بعدما توعد بسحق منتخب الأرجنتين أبطال العالم يردون على رافينها بـ ٤ أهداف، فهل ندم اللاعب؟,https://www.youtube.com/watch?v=aMBhaasB4So,64,confrontational,casual report,anger,['Other'],Arabic,1 to 2 minutes,sports
e0IxIl7uj58,رحلة الـ Tabi.. كيف تحول من جورب ياباني إلى حذاء يتم ارتداؤه بأرقى عروض الأزياء؟,https://www.youtube.com/watch?v=e0IxIl7uj58,72,factual,storytelling,none,['Global'],Arabic,1 to 2 minutes,culture
x5-ggUDpVDs,"تريندات | ""تشوهت من الفيلر والبوتوكس"".. سخرية من ريم مصطفى!",https://www.youtube.com/watch?v=x5-ggUDpVDs,52,satirical,storytelling,other,"['Egypt', 'North Africa', 'MENA']",Arabic,Up to 1 minute,entertainment
aPonPBdOsS4,هل ممكن أن تدفع أكثر من 100 دولار مقابل لوح شوكولاتة؟..,https://www.youtube.com/watch?v=aPonPBdOsS4,51,factual,news report,none,['Global'],English,Up to 1 minute,economy
ybYMjYFdAZc,تعرف على أكلة العيد الغزية مع محمود زعيتر... كيف يخزن #الفسيخ تحضيرا للعيد؟,https://www.youtube.com/watch?v=ybYMjYFdAZc,73,emotional,storytelling,other,"['Palestine', 'Levant', 'MENA']",Mixed,1 to 2 minutes,society
S8-s7mxqMGc,تخيل أن يُسجل صوتك دون أن تعلم، وبدون حتى فتح هاتفك.. ميزة خطيرة أم أداة مفيدة؟,https://www.youtube.com/watch?v=S8-s7mxqMGc,33,factual,casual report,none,['Other'],Arabic,Up to 1 minute,technology
n7_NdrbK7_s,"تريندات | ""فازت بالغش"".. تيك توكر مشهورة تتورط في قضية سحوبات الكويت!",https://www.youtube.com/watch?v=n7_NdrbK7_s,45,satirical,storytelling,other,['Other'],Arabic,Up to 1 minute,entertainment
83XHoTA5oAI,أحداث مسلسل بالدم اقتربت من النهاية.. وسنتيا كرم خطفت الأضواء بشخصيتها!,https://www.youtube.com/watch?v=83XHoTA5oAI,92,emotional,storytelling,other,['Other'],Arabic,1 to 2 minutes,entertainment
1LCJcuIaquM,سنو وايت …ديزني تغير القصة، تلغي دور الأمير وتعطي الأميرة شخصية الـ Strong Independent Woman,https://www.youtube.com/watch?v=1LCJcuIaquM,83,confrontational,casual report,anger,['Global'],Mixed,1 to 2 minutes,entertainment
jMWYILzLHTg,دعوة صريحة للقتل والتهجير من غزة.. تسجيل صوتي مسرب يفضح سفير إسرائيل في النمسا؟,https://www.youtube.com/watch?v=jMWYILzLHTg,68,confrontational,news report,anger,['Global'],Arabic,1 to 2 minutes,politics
UBhtAinGEiw,الدفع حسب عدد المتابعين، ولا محتوى هابطا بعد الآن ..  الرسوم التي فرضها العراق على صناع المحتوى!,https://www.youtube.com/watch?v=UBhtAinGEiw,51,emotional,casual report,other,['Other'],Arabic,Up to 1 minute,society
tLIz3YytFHI,الإعلامية السورية غالية الطباع تفجر موجة غضب على السوشال ميديا بعد دعوتها لإبعاد الغرباء عن دمشق,https://www.youtube.com/watch?v=tLIz3YytFHI,76,confrontational,storytelling,anger,"['Syria', 'Levant', 'MENA']",Mixed,1 to 2 minutes,society
mxozYxRMds0,"فضيحة أمنية تهز البيت الأبيض بسبب ""ضربات الحوثي""، ومذيع سابق يواجه المحاسبة وانتقادات الكفاءة",https://www.youtube.com/watch?v=mxozYxRMds0,94,confrontational,news report,anger,['Global'],Arabic,1 to 2 minutes,politics
UnVrjWfpduM,ما هو المكون الذي أنقذ سفرة الغزيين هذا الرمضان؟ تعرف عليه مع أسماء الددة,https://www.youtube.com/watch?v=UnVrjWfpduM,33,emotional,storytelling,hope,"['Palestine', 'Levant', 'MENA']",Arabic,Up to 1 minute,culture
ys-IJJOwO6A,أزمة تذاكر العراق وفلسطين تشعل غضب الجماهير العراقية.. والسؤال هل هناك تلاعب؟,https://www.youtube.com/watch?v=ys-IJJOwO6A,65,confrontational,news report,anger,['Other'],Arabic,1 to 2 minutes,sports
0C5J654_yIg,"بلبن VS العبد والسبب: ""كحك العيد""! معركة قد تصل للقضاء بين محلي الحلويات الشهيرين في مصر.. ما القصة؟",https://www.youtube.com/watch?v=0C5J654_yIg,50,emotional,storytelling,joy,"['Egypt', 'North Africa', 'MENA']",Arabic,Up to 1 minute,culture
gYpyf_i7YVo,القليل من الصمغ وخيوط الصوف لكن ليس لصناعة دمية أو حياكة ملابس وإنما للصقها على الوجه ..,https://www.youtube.com/watch?v=gYpyf_i7YVo,50,other,casual report,other,['Global'],Arabic,Up to 1 minute,society
G6EwlmsISdI,من هو حامل لقب أطول إقامة في الفضاء؟,https://www.youtube.com/watch?v=G6EwlmsISdI,86,factual,storytelling,none,['Global'],Arabic,1 to 2 minutes,history
NN-ZXXd4oVM,إذا كنت تبحث عن راحتك ولا يعنيك تنسيق القطع والألوان فهذا الترند مخصص لك ..,https://www.youtube.com/watch?v=NN-ZXXd4oVM,59,factual,storytelling,none,['Global'],Arabic,Up to 1 minute,culture
4hSKzRQQhqw,صحيفة إيطالية حررت كل أخبارها ومقالاتها بالذكاء الاصطناعي والمحررون اكتفوا فقط بطرح الأسئلة!,https://www.youtube.com/watch?v=4hSKzRQQhqw,66,satirical,news report,other,['Global'],Mixed,1 to 2 minutes,technology
1g2ESnW-1bw,راغب علامة يكشف مسلسلاته المفضلة في رمضان 2025 ويتحدث عن مشهد تيم حسن..,https://www.youtube.com/watch?v=1g2ESnW-1bw,95,emotional,storytelling,other,['MENA'],Arabic,1 to 2 minutes,entertainment
4sDloPYF2Hk,"تحالف سياسي في دمشق تحت اسم ""تماسك""… لكن لماذا تفكك قبل أن يتماسك؟",https://www.youtube.com/watch?v=4sDloPYF2Hk,91,factual,news report,hope,"['Syria', 'Levant', 'MENA']",Arabic,1 to 2 minutes,politics
rgDA_q2p0-g,"ما بين الجدل والمديح ""معاوية"" حديث الكل.. انتهى عند الحلقة الـ21، كيف كانت ردود الأفعال؟",https://www.youtube.com/watch?v=rgDA_q2p0-g,95,factual,casual report,none,['Other'],Arabic,1 to 2 minutes,entertainment
UBIRsJemoik,جامعة كولومبيا تخضع لضغوط #ترامب بعد حجب ٤٠٠ مليون دولار عنها.. فما هي التنازلات التي قبلت بها؟,https://www.youtube.com/watch?v=UBIRsJemoik,85,confrontational,news report,anger,['Global'],Arabic,1 to 2 minutes,politics
9h8D-eg_Ygs,إبراهيم الصمادي يكشف عن وجهة نظره ويتحدث عن زملائه من دبي بلينغ ويكشف أسراراً من حياته الخاصة,https://www.youtube.com/watch?v=9h8D-eg_Ygs,89,casual,storytelling,other,"['UAE', 'Gulf', 'MENA']",Arabic,1 to 2 minutes,entertainment
QuqrE-hXVPw,شبهة غش تثير الجدل بالـ #كويت والفائزة ربحت ٤ سيارات فاخرة في سنة واحدة .. معقول!,https://www.youtube.com/watch?v=QuqrE-hXVPw,65,confrontational,storytelling,anger,['Other'],Arabic,1 to 2 minutes,society
errNmkJaFAM,تعرف على العادة العثمانية التي ترفع عن الناس عبء الديون في الشهر الفضيل,https://www.youtube.com/watch?v=errNmkJaFAM,71,emotional,storytelling,hope,['MENA'],Arabic,1 to 2 minutes,society
flxcDxG7Uj0,فقد بصره بعد أن كافح لإنقاذ مرضى #كورونا  وفقد معه عمله.. هذه قصة الدكتور المصري محمود,https://www.youtube.com/watch?v=flxcDxG7Uj0,54,emotional,storytelling,sadness,"['Egypt', 'North Africa', 'MENA']",Arabic,Up to 1 minute,health
8WpnLYpDrks,"""الزلابية والمخارق"" حلويات لا تغيب عن سفرة التونسيين خصوصا في شهر رمضان.. أنت من عشاق أي منهما؟",https://www.youtube.com/watch?v=8WpnLYpDrks,66,other,storytelling,other,['Other'],Arabic,1 to 2 minutes,culture
hCIFLwevY_Y,تاتو اسم حبيبتك يؤدي لسرطان قاتل!.. دراسة علمية تحذر من مخاطر الوشوم على الجلد,https://www.youtube.com/watch?v=hCIFLwevY_Y,80,factual,news report,fear,['Global'],Arabic,1 to 2 minutes,health
olrG0Yh1Gew,هل الأشخاص الذين يردون بسرعة على الاتصالات والرسائل هم الأكثر اهتماما؟,https://www.youtube.com/watch?v=olrG0Yh1Gew,42,factual,news report,none,['Global'],English,Up to 1 minute,society
ggpzwPmf-9E,"""بالحقيقة أحلى من الكاميرا"".. ظهور نادر للممثلة السورية كاريس بشار في شوارع دمشق",https://www.youtube.com/watch?v=ggpzwPmf-9E,47,casual,casual report,none,['Other'],Arabic,Up to 1 minute,society
qbRbfneABdc,دراسة ألمانية تقول إن إدمان الهاتف أخطر من الكحول! فكيف تؤثر السوشال ميديا على الأسرة والمجتمع؟,https://www.youtube.com/watch?v=qbRbfneABdc,71,factual,news report,other,['Global'],Arabic,1 to 2 minutes,health
qdawJUOIa4A,ميزة على iPhone تتيح إنشاء حساب منفصل محمي بكلمة سر.. تعرف عليها وقم بحماية بياناتك.,https://www.youtube.com/watch?v=qdawJUOIa4A,43,factual,casual report,none,['Global'],Arabic,Up to 1 minute,technology
SLMSeMio6O4,مدرب الخيول الأردني، محمد التخيمي، يقرر خوض تجربة رياضية غريبة برفقة غير متوقعة.. ما هي؟,https://www.youtube.com/watch?v=SLMSeMio6O4,37,casual,storytelling,other,['MENA'],Arabic,Up to 1 minute,society
dCx2dfz4aHc,إمام أوغلو يصارع #أردوغان على مقعد الرئيس.. كيف أشعل الرجلان رقعة الشطرنج لانتخابات  أمامها سنوات؟,https://www.youtube.com/watch?v=dCx2dfz4aHc,89,confrontational,storytelling,anger,['Other'],Arabic,1 to 2 minutes,politics
PI7AxQYkx94,غضب كويتي واسع من تصريحات أميركية تطالب بدفع فاتورة تحرير #الكويت من الغزو العراقي!,https://www.youtube.com/watch?v=PI7AxQYkx94,82,confrontational,news report,anger,['Other'],Arabic,1 to 2 minutes,politics
eYnLIyl_Z_k,ماذا تستلف #ماريتا_الحلاني  من خزانة والدها؟ ماذا عن أختها؟,https://www.youtube.com/watch?v=eYnLIyl_Z_k,100,casual,storytelling,none,"['Lebanon', 'Levant', 'MENA']",Arabic,1 to 2 minutes,entertainment
89HghZmSqyA,صنع في #السعودية .. مشروب غازي جدبد بطعم الـ #كولا  مستخلص من #التمر,https://www.youtube.com/watch?v=89HghZmSqyA,63,inspirational,advertisement,pride,"['KSA', 'Gulf', 'MENA']",Arabic,1 to 2 minutes,economy
J96nCSdy7JU,"""ليبتون"" تخدع العالم.. شغلتهم بخبر سحب مشروب الـ #icetea peach من السوق...",https://www.youtube.com/watch?v=J96nCSdy7JU,92,satirical,storytelling,other,['Global'],Mixed,1 to 2 minutes,economy
5xEorxqvY7A,كيف جعل #ميسي و#رونالدو دور الهداف القناص يتراجع..؟,https://www.youtube.com/watch?v=5xEorxqvY7A,68,other,storytelling,other,['Global'],Arabic,1 to 2 minutes,sports
n_oLdGH4VQk,تلاوة قرآنية للفنان الشعبي سعد الصغير تثير تعليقات متباينة على مواقع التواصل.. ما القصة؟,https://www.youtube.com/watch?v=n_oLdGH4VQk,54,emotional,storytelling,hope,['Other'],Mixed,Up to 1 minute,religion
uU6NYpl5Q3Y,#تيك_توك تسحب فلتر الـ #ai المسيء للجسم! كيف أثار الجدل وأحبط المستخدمين؟,https://www.youtube.com/watch?v=uU6NYpl5Q3Y,57,confrontational,casual report,anger,['Global'],Arabic,Up to 1 minute,society
RcniJWPb-U0,تحكم بكل شيء بعقلك فقط.. مستقبل التخاطر العقلي أصبح هنا بالفعل 🧠✨,https://www.youtube.com/watch?v=RcniJWPb-U0,60,factual,news report,hope,['Global'],English,Up to 1 minute,technology
OPuI4DXgOZY,"شوربة في العراق عمرها 1000 عام.. ما قصة ""مطبخ الخيرات"" والشيخ عبد القادر الكيلاني؟",https://www.youtube.com/watch?v=OPuI4DXgOZY,52,other,storytelling,other,['Other'],Arabic,Up to 1 minute,culture
fvehVljWhHY,اكتشف 3 أدوات ذكاء اصطناعي مجانية لمساعدتك في الدراسة وإنجاز المهام بسهولة!,https://www.youtube.com/watch?v=fvehVljWhHY,44,factual,casual report,none,['Global'],Arabic,Up to 1 minute,education
-lfjgpvX2JM,إشرب فنجان قهوة مع الطفل الصغير إلي جواك!.. أحدث تريندات تيك توك يجمع 16 مليون فيديو,https://www.youtube.com/watch?v=-lfjgpvX2JM,83,emotional,storytelling,other,['Global'],Mixed,1 to 2 minutes,society
XPBZN0t_XaQ,بالتجربة العملية.. شاهد الفرق بين الأكل بسرعة والأكل ببطء,https://www.youtube.com/watch?v=XPBZN0t_XaQ,57,factual,casual report,none,['Global'],Arabic,Up to 1 minute,health
-6KvtfkDtF4,#سليمان_عاجي يجيب على أسئلة  #فوازير  🌙 الفنانين.. هل أصاب جميع الأسئلة؟!,https://www.youtube.com/watch?v=-6KvtfkDtF4,84,casual,storytelling,none,['MENA'],Arabic,1 to 2 minutes,entertainment
BNG17-Ud_Iw,اكتشاف صادم قد يغير #التاريخ  المعروف عن#الاهرامات .. ماذا اكتشف العلماء أسفل الأهرامات؟,https://www.youtube.com/watch?v=BNG17-Ud_Iw,64,other,news report,other,"['Egypt', 'North Africa', 'MENA']",Arabic,1 to 2 minutes,history
whRbF4waqP4,تعرف على #جورج_فورمان بطل العالم بالملاكمة الذي تحول إلى واعظ ديني ومندوب مبيعات,https://www.youtube.com/watch?v=whRbF4waqP4,115,inspirational,storytelling,pride,['Global'],Arabic,1 to 2 minutes,sports
QfHeHptzHW8,ما قصة #عيد_النوروز 🌸🌺؟.. وما سر الرقم 2725؟,https://www.youtube.com/watch?v=QfHeHptzHW8,74,factual,storytelling,pride,['Other'],Arabic,1 to 2 minutes,culture
wd2hYNndpWU,"ما لا تعرفه عن ""#أمازيغ_مصر"".. من أين أتوا وأين يسكنون وأي لغة يتحدثون؟",https://www.youtube.com/watch?v=wd2hYNndpWU,45,factual,storytelling,none,"['Egypt', 'North Africa', 'MENA']",Arabic,Up to 1 minute,culture
uWaPbd-NrdA,"#شاتاي_اولسوي تقاضى 90 ألف دولار على الحلقة الواحدة!.. هل فشل مسلسل ""حلم أشرف""؟",https://www.youtube.com/watch?v=uWaPbd-NrdA,88,satirical,other,none,['Other'],Arabic,1 to 2 minutes,entertainment
840rlTOfx3E,"تريندات | ""الثلاثينات عواجيز"".. أميرة أديب شريرة والجيل Z متنمرين؟!",https://www.youtube.com/watch?v=840rlTOfx3E,43,confrontational,casual report,anger,"['Egypt', 'North Africa', 'MENA']",Arabic,Up to 1 minute,entertainment
VQGVPMviDuc,جون سينا يسلك طريق الأساطير ويغير شخصيته مع اقتراب اعتزاله.. ما هي قصة الـ Heel  والـ Babyface,https://www.youtube.com/watch?v=VQGVPMviDuc,70,emotional,storytelling,other,['Global'],Arabic,1 to 2 minutes,entertainment
jPmnwI9mMDc,لا تخبر صديقك المزعج بهذا التطبيق!.. يحول تليفونك إلى جهاز لاسلكي,https://www.youtube.com/watch?v=jPmnwI9mMDc,35,other,advertisement,none,['Other'],Arabic,Up to 1 minute,technology
LTf8uSTlXgw,دوناتيلا ترحل عن فيرساتشي بعد 27 عاماً من الإبداع والنجاح.. ما مصير أحد أرقى دور الأزياء في العالم؟,https://www.youtube.com/watch?v=LTf8uSTlXgw,71,inspirational,storytelling,pride,['Global'],Mixed,1 to 2 minutes,culture
El0kbGssN4E,كثار الحكي هم الأذكى!.. معقول؟,https://www.youtube.com/watch?v=El0kbGssN4E,44,satirical,casual report,other,['Global'],Mixed,Up to 1 minute,society
3qL64gaV5lA,تسحرت في إيطاليا وأفطرت في إسبانيا.. تيكتوكر تونسية تفاجئ محبيها ومتابعيها بتحد جديد,https://www.youtube.com/watch?v=3qL64gaV5lA,31,casual,storytelling,none,['Other'],Arabic,Up to 1 minute,society
Pui0jxdICuY,"تريندات | ""إعصار ملح 🌪️"".. فلسطينية تثير الجدل بطبخها!",https://www.youtube.com/watch?v=Pui0jxdICuY,43,satirical,storytelling,other,['Global'],Mixed,Up to 1 minute,society
KB721g38jgQ,"خوفا من ""الفتنة"".. لاعب⚽️ منتخب #الكويت يوسف ناصر ينفجر في وجه إعلامي #عراقي  بسبب سؤال ""ملغوم""",https://www.youtube.com/watch?v=KB721g38jgQ,65,confrontational,storytelling,anger,['Other'],Arabic,1 to 2 minutes,sports
-rqvF1_co5I,"هل يجوز تسمية ""عبد النبي"" و""عبد الرسول""؟.. جدل في #مصر عقب تصريح لـ #مفتي البلاد",https://www.youtube.com/watch?v=-rqvF1_co5I,61,confrontational,news report,anger,"['Egypt', 'North Africa', 'MENA']",Arabic,1 to 2 minutes,religion
yONYag-VEPQ,#جويل_ماردينيان ووالدتها في #عيد_الأم .. أي الهدايا تهدي جويل لأمها؟,https://www.youtube.com/watch?v=yONYag-VEPQ,90,casual,storytelling,other,['Other'],Arabic,1 to 2 minutes,society
aCaA5rYpEXw,#الجزائر  تتهم #فرنسا  بالاستيلاء على عقارات داخل أراضيها!..,https://www.youtube.com/watch?v=aCaA5rYpEXw,70,confrontational,news report,anger,"['Algeria', 'North Africa', 'MENA']",Mixed,1 to 2 minutes,politics
yE-AefrsnB0,"""انقلاب أبيض"" داخل الجيش الإسرائيلي ضد ""مسيرة غباء"" نتنياهو.. ماذا يجري في إسرائيل؟",https://www.youtube.com/watch?v=yE-AefrsnB0,65,confrontational,news report,anger,['Other'],Arabic,1 to 2 minutes,politics
OUvmXkYixTI,"بعد أزمة المقاطعة وتراجع المبيعات.. #بيبسي  قررت تصير صحية وطرحت مشروبات جديدة ""صحية""..",https://www.youtube.com/watch?v=OUvmXkYixTI,70,factual,news report,none,['Global'],Mixed,1 to 2 minutes,economy
3VdIFQGqKjc,"بآذار بتسقط الجمار وبتطلع أم عامر ع الدار.. من هي ""أم عامر"" وما علاقتها بالربيع و #عيد_الأم  ؟",https://www.youtube.com/watch?v=3VdIFQGqKjc,73,factual,storytelling,none,['Global'],Arabic,1 to 2 minutes,culture
EKLHvCYR8z8,"تريندات | ""شوط طق ومصري"".. ترند جريء أم رقص بريء؟",https://www.youtube.com/watch?v=EKLHvCYR8z8,39,emotional,storytelling,joy,"['KSA', 'Gulf', 'MENA']",Arabic,Up to 1 minute,entertainment
-O6hoetzTr4,#مسلسل إنقاذ #الدراما_المصرية !,https://www.youtube.com/watch?v=-O6hoetzTr4,84,confrontational,news report,anger,"['Egypt', 'North Africa', 'MENA']",Arabic,1 to 2 minutes,culture
smsJ7QBZGD4,"فلل وعقارات ومليارات.. أردوغان يُطيح بمنافسه ""الثري"" عبر اتهامات ""السرقة""، فما واقعية ذلك؟",https://www.youtube.com/watch?v=smsJ7QBZGD4,99,confrontational,news report,anger,['Other'],Arabic,1 to 2 minutes,politics
oHOKkM9ytdI,بإبرة وخيط.. وفاء حمد رممت وجعها ونسجت منه بداية جديدة على متن المستشفى الإماراتي العائم بالعريش,https://www.youtube.com/watch?v=oHOKkM9ytdI,72,inspirational,storytelling,hope,"['Egypt', 'North Africa', 'MENA']",Arabic,1 to 2 minutes,society
wFGNfWr1OYg,ماما كانت تلبسك وإنتي صغيرة على الترند.. والدليل موجود!,https://www.youtube.com/watch?v=wFGNfWr1OYg,53,other,storytelling,other,['Global'],Arabic,Up to 1 minute,culture
i02spo7n-84,النصيحة كانت بجمل.. نصائح الأمهات صحيحة بشهادة الطب فلا تنسى أن تتذكرها وتلتزم بها,https://www.youtube.com/watch?v=i02spo7n-84,61,inspirational,storytelling,pride,['Other'],Arabic,1 to 2 minutes,health
fTTV6Dczlyw,"تريندات | ""يتصل بالقرين"".. أخطر ساحر يخدمه 286 من الجن ويثير الرعب!",https://www.youtube.com/watch?v=fTTV6Dczlyw,53,other,interview,fear,['MENA'],Arabic,Up to 1 minute,culture
igR4SQc_rGo,آخر أحداث مسلسل تحت سابع أرض.. هل سينكشف المقدم موسى؟ وما الذي ميزه عن باقي أعمال رمضان 2025؟,https://www.youtube.com/watch?v=igR4SQc_rGo,107,emotional,storytelling,other,"['Syria', 'Levant', 'MENA']",Arabic,1 to 2 minutes,entertainment
2OKrvAFQWQU,"اعتقل لأن زوجته غزاوية؟.. إدارة ترامب تسعى لترحيل طالب هندي بتهمة ""دعم الإرهاب""، ما قصة بدر خان؟",https://www.youtube.com/watch?v=2OKrvAFQWQU,69,confrontational,news report,anger,['Global'],Arabic,1 to 2 minutes,politics
wibZ6LiU748,"ملك أحمد زاهر ووالدها أحمد زاهر يتصدران الترند بسبب مشهد الضرب بمسلسل ""سيد الناس""..",https://www.youtube.com/watch?v=wibZ6LiU748,81,emotional,storytelling,pride,"['Egypt', 'North Africa', 'MENA']",Arabic,1 to 2 minutes,entertainment
